is_MFS	ID	MFS_confidence_IMS	Entropy_sense_ranking_IMS	num_senses	idf	jex	pos	sense_entropy	correlation_confidences_semcor_and_IMS	correlation_confidences_semcor_and_UKB	MFS_confidence_UKB	Entropy_sense_ranking_UKB	SuperSense_for_MFS	WND_for_MFS	ratio_WND
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t82	1.0	-0.0	3	0.0	-0.6077361752	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	66.67
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t331	0.3480129776421781	0.999560982643	4	5.49436361353	-0.927010938902	1	0.750136172804	0.877830140041	0.97641589588	0.5814270000	0.801437388942	7	867	75.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t44	1.0	-0.0	2	7.59407227926	-0.672441659883	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t505	0.5407937927988938	0.917443822839	4	6.76039249191	-0.975010085472	1	0.559734166476	0.990761945819	0.998442770921	0.9786090000	0.0898811035985	18	663	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t496	0.0	0.989491176681	8	0.0	-0.997492177626	3	0.0	0.0	0.0	0.0000000000	0.0	0	777	77.78
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t304	0.08882330946094116	0.881122676651	6	3.62705343099	-0.580754471439	1	0.297339726473	0.998291489075	-0.409710050281	0.9863020000	0.0516972997782	14	867	62.50
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t135	0.4517873473898896	0.971932356196	3	7.288552992	-0.77632826787	2	0.585799158411	0.770644952347	0.987957215973	0.5104700000	0.662593560933	36	1077	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t180	0.23430824500602654	0.977475485821	10	5.11105714506	-0.684488423932	2	0.436279401531	0.858277937448	0.831365508705	0.3859880000	0.396676269999	39	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t428	1.0	-0.0	2	7.06242215309	0.053310214632	1	0.104419078005	1.0	0.0	0.9991370000	0.0100308282916	18	830	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t360	0.3272648397879345	0.968407706305	4	5.45599404079	-0.762560269044	1	0.731979638562	0.676246425441	0.998848594493	0.9548600000	0.140228989295	4	830	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t630	0.39688778497311483	0.936206291572	11	0.0	-0.752145039105	3	0.0	0.0	0.0	0.0000000000	0.0	0	777	81.82
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t368	1.0	-0.0	4	8.84929160613	0.0	1	0.0	0.0	0.0	0.2227560000	0.647178294688	6	1283	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t70	1.0	-0.0	5	7.18088172832	-0.822351136444	3	0.0	0.0	0.0	0.0000000000	0.0	1	1168	60.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t63	0.2523685646268207	0.976754963874	7	0.0	-0.663902389512	4	0.547988930548	0.0	0.93506860122	1.0000000000	-0.0	2	867	85.71
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t470	0.08482315370858917	0.9910362934	19	0.0	-0.658167813382	2	0.544664129872	0.991189770384	0.816333274128	0.5681390000	0.484157291588	40	867	78.95
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t10	1.0	-0.0	4	6.87348591869	-0.970378997701	1	0.8322488896	0.997995129016	0.0	0.8446590000	0.420387712059	9	867	50.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t235	0.05228762966571453	0.995996568006	49	3.35919612695	-0.768132698167	2	0.526600774153	0.707128098347	0.770889176482	0.0067548300	0.291412852364	41	867	75.51
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t372	0.23695821740136863	0.981179564316	9	0.0	-0.634370219878	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	100.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t333	0.2583630733304236	0.997382862624	5	7.24715705909	-0.697930515873	2	0.761032724397	0.339704005191	0.816941102698	0.2424460000	0.740890314734	42	1198	75.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t51	0.23108451136551378	0.996514802382	7	7.54569640506	-0.959420936988	1	0.572190917346	0.338521837236	-0.566356016803	0.2936750000	0.576100209775	3	771	66.67
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t698	1.0	-0.0	2	7.06242215309	0.053310214632	1	0.104419078005	1.0	0.0	0.9994080000	0.00720128697028	18	830	0.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t338	0.06149968468528307	0.992282085649	44	4.46989437525	-0.974844821773	2	0.684269593315	0.619445559912	0.494529479031	0.0416729000	0.561644620045	40	867	88.64
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t223	1.0	-0.0	5	6.06718336002	-0.519194022218	1	0.501109488999	1.0	0.0	0.9985300000	0.00809277857888	26	830	20.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t777	0.13799059336863803	0.982009108415	10	0.0	-0.979127436982	1	0.674921901214	0.0506682739849	0.74888473793	0.0770023000	0.349680556558	11	867	40.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t394	1.0	-0.0	2	11.5691426307	-0.849429082744	2	0.503258334776	1.0	0.0	0.9988450000	0.0129353821022	42	867	100.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t507	0.31455594579820234	0.956781539625	9	5.6139824971	-0.788612064991	2	0.606247892251	0.822483243217	0.8898379934	0.3821560000	0.709605783966	38	867	77.78
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t312	0.530093134107434	0.997385420365	4	8.95122229171	-0.834842696732	1	0.875	0.997252274122	1.0	0.6086660000	0.627363329018	6	1869	33.33
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t469	0.14145119472437565	0.991125921522	12	0.0	-0.979406295284	1	0.740038693452	0.961247584128	0.946918873888	0.8473020000	0.271308076653	24	867	66.67
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t287	0.4873258755956833	0.953954484825	6	0.0	-0.969993686038	2	0.111912395467	0.999920642147	0.999614510645	0.9861980000	0.0447812958828	34	867	83.33
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t574	0.18715751271591444	0.989586431226	10	4.2878655526	-0.838503440862	1	0.510657966591	0.98478805214	0.929662090291	0.6919810000	0.40831874075	4	867	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t854	1.0	-0.0	3	7.06035036776	-0.98500154843	1	0.515273445235	0.999605784729	0.0	0.9520810000	0.199328812313	26	867	66.67
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t151	0.2659267563790746	0.97847544877	10	4.8510266575	-0.98842736385	3	0.0	0.0	0.0	0.0000000000	0.0	0	777	63.64
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t402	1.0	-0.0	3	10.7797999419	0.0	1	0.0	0.0	0.0	0.2388970000	0.969731171824	26	867	33.33
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t47	0	-0.0	7	5.98386882501	0.0	1	0.0	0.0	0.0	0.1330700000	0.978690246826	14	867	71.43
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t290	0.24268805034733315	0.991569495928	8	7.16646175855	-0.987934122025	2	0.754194925454	0.720842986608	0.903696114115	0.2588350000	0.557355485376	41	867	62.50
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t94	0.4992678753939255	0.999998453412	3	6.97363326428	-0.694046662761	1	0.864973520718	0.998777754687	0.0	0.6167530000	0.794162321014	4	762	66.67
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t364	0.265265698963187	0.964378403427	10	4.2878655526	-0.69378445269	1	0.510657966591	0.800035451215	0.986477678047	0.5844060000	0.34775010043	4	867	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t169	0.50886496818134	0.999773232061	3	4.43230874914	-0.928268534989	3	0.0	0.0	0.0	0.0000000000	0.0	0	984	66.67
